Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NFIB 24661679 ChIP-Seq LUNG Mouse	8/573	0.12487667055377162	0.3998641575245122	0	0	1.652947170823277	3.4388386747459383	NCOR2;ERRFI1;ANKRD37;HDAC2;P4HA1;DAPK1;MALAT1;LIMD1
HNF4A 19822575 ChIP-Seq HepG2 Human	60/6083	0.12724729950321884	0.40535479944839814	0	0	1.2169280295739489	2.508846627409669	ERRFI1;SCARB1;SERPINE1;SLC2A1;IL1RAP;LIMD1;TRAM2;HK2;LRRC1;SH3PXD2A;PHACTR2;SLC16A3;COL27A1;DAPK1;ANXA4;ARHGEF16;HPCAL1;MTUS1;AFAP1;ATP11A;UNC13D;AES;NCOR2;DDB1;TRIM14;ANGPTL4;GPRC5C;CSF1R;SEMA3B;MTMR4;GDPD5;PRKCZ;CPLX1;CYP19A1;SSFA2;CORO1C;INPP5B;FGD4;PORCN;FAM120A;MXI1;UBC;FLNB;IGF2BP2;ATG7;SASH1;RANBP2;WWTR1;GALNT2;INSR;PLEKHA5;ARID3A;SYNJ2;CORO2A;P4HA1;BCL6;CPS1;HIST1H4H;PLEKHM2;PIK3AP1
RNF2 27304074 Chip-Seq ESCs Mouse	17/1467	0.1335582183764379	0.42318118647966785	0	0	1.3811184792219275	2.78049231110583	EGLN3;HDAC2;TGFB1;FLT1;LIMCH1;FLT4;LIMD1;NDRG1;DGKZ;OBSCN;BMP1;MXI1;SFXN3;MAN1C1;GSE1;IGF2BP2;DLGAP2
RCOR2 21632747 ChIP-Seq MESCs Mouse	6/401	0.13535780530188693	0.42318118647966785	0	0	1.7674827560069735	3.534671397655072	MYCN;ANXA4;SLC2A1;IGF2BP2;SLC7A1;DLGAP2
POU5F1 18692474 ChIP-Seq MESCs Mouse	43/4232	0.13593599286172667	0.42318118647966785	0	0	1.2347980975815782	2.4641274531319066	HDAC2;EBI3;SLC2A1;PRKCZ;CPLX1;HK2;FGD4;CCND3;PORCN;CYP11A1;MXI1;NRIP1;SH3BP5;GSE1;FLNB;RDH13;SLC16A3;SASH1;STRA6;LYN;RANBP2;WWTR1;EGLN3;MME;GPT2;MOCOS;MTUS1;ARID3A;ATP11A;TNFRSF1B;MID1;DGKZ;POU2F3;AES;NCOR2;DDB1;SLC6A6;MYCN;HIST1H4H;ITGA5;CALM1;PFKP;BCAT2
EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse	23/2093	0.1373674815481231	0.42318118647966785	0	0	1.3153333333333332	2.6110624087978884	BNIP3L;GRAMD1B;INSR;SEMA3B;PLEKHA5;MTUS1;SLC2A1;ARID3A;MTMR4;GDPD5;HOPX;CCND3;MYCN;SH3PXD2A;BASP1;CYP11A1;OAF;LEP;MXI1;TIMP2;HIST1H4H;GSE1;STRA6
TP53 22127205 ChIP-Seq IMR90 Human	12/975	0.1393871710533807	0.42318118647966785	0	0	1.4600336680791781	2.8769960723136587	INPP5B;KIF2A;ALOX5;MAN1C1;MTSS1L;ARID3A;IGF2BP2;NEAT1;SLC16A3;DGKZ;POU2F3;MFSD2A
SOX2 18555785 ChIP-Seq MESCs Mouse	7/497	0.14063805311072378	0.42318118647966785	0	0	1.6641135972461274	3.2642681336424784	ERRFI1;PORCN;MYCN;MME;BASP1;EBI3;SASH1
TCF4 23295773 ChIP-Seq U87 Human	39/3812	0.14182449632972968	0.42318118647966785	0	0	1.238386651423508	2.4187733737816686	CSF1R;ERRFI1;PFKFB4;SLC2A1;IL1RAP;CPLX1;SSFA2;LRRC1;FGD4;BASP1;UBC;NRIP1;TIMP2;HMG20B;FLNB;FAM83D;DLGAP2;CSGALNACT1;WWTR1;TGFB1;COL27A1;LIMCH1;DAPK1;GPT2;ANXA4;PLCL2;ACOT11;HPCAL1;PLEKHA5;MTUS1;AFAP1;RASSF8;PSG3;CORO2A;GP6;UNC13D;NCOR2;CALM1;NEK11
FOXA1 25552417 ChIP-Seq VCAP Human	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	RANBP2;SCARB1;ANKRD37;PFKFB4;EGLN3;LIMCH1;FLT4;SERPINE1;PLEKHA5;AFAP1;INHBA;SYNJ2;NDRG1;SSFA2;TRIM14;FLNB;MALAT1;QSOX1;PIK3AP1;GPRC5C;SASH1;HIST1H2AC
P300 19829295 ChIP-Seq ESCs Human	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	CSGALNACT1;TFAP2A;LYN;MME;GALNT2;PLCL2;AFAP1;MTSS1L;SERPINB9;HOPX;ADAMTS20;FGD4;SLC6A6;MYCN;KIF2A;BASP1;FAM153C;PHACTR2;DLGAP2;DGKI;PFKP;NEK11
SMAD3 21741376 ChIP-Seq ESCs Human	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	ERRFI1;SCARB1;EGLN3;GALNT2;HTRA4;DIO2;PLEKHA5;PSG3;INHBA;DGKZ;SLC7A1;INPP5B;MYCN;SH3PXD2A;BASP1;FAM153C;EPS8L1;PPP1R12C;DLGAP2;DGKI;PFKP;NEK11
ETS1 21867929 ChIP-Seq TH2 Mouse	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	ANKRD37;EGLN3;ARHGEF16;ARID3A;ATP11A;CORO2A;NEAT1;MTMR4;NDRG1;PRKCZ;AES;CYP11A1;MXI1;UBC;NRIP1;SH3BP5;TRIM14;MALAT1;RDH13;ANGPTL4;DGKI;STRA6
P63 26484246 Chip-Seq KERATINOCYTES Human	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	TGFB1;COL27A1;GPT2;ANXA4;SERPINE1;SEMA3B;PSG1;MTSS1L;NEAT1;HOPX;CORO1C;FGD4;BCL6;PSG4;PSG7;LEP;PSG6;PLEKHM2;MALAT1;FAM83D;ATG7;HIST1H2AC
CREB1 26743006 Chip-Seq LNCaP Human	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	CSGALNACT1;PFKFB4;GPT2;ARHGEF16;RASSF8;ATP2C2;LIMD1;UNC13D;HK2;SSFA2;FSTL3;BCL6;MXI1;UBC;NRIP1;SFXN3;MAN1C1;MALAT1;ANGPTL4;CALM1;GPRC5C;PFKP
ELF3 26769127 Chip-Seq PDAC-Cell line Human	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	ERRFI1;TGFB1;GALNT2;ARHGEF16;MOCOS;PLEKHA5;SLC2A1;ATP11A;ATP2C2;DGKZ;CORO1C;AES;INPP5B;P4HA1;OAF;MXI1;SFXN3;TRIM14;QSOX1;CALM1;PFKP;MFSD2A
IRF8 27001747 Chip-Seq BMDM Mouse	22/2000	0.14311467309749284	0.42318118647966785	0	0	1.3147202003495404	2.5559594532687093	LYN;PLCL2;HTRA4;HPCAL1;ARID3A;INHBA;MTMR4;TNFRSF1B;HK2;LRRC1;BCL6;FAM120A;SH3BP5;TIMP2;PLEKHM2;FLNB;MALAT1;PLIN2;ITGA5;PIK3AP1;ATG7;PFKP
FOXA1 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	8/594	0.14417040780581322	0.4242729143999647	0	0	1.5919743510187196	3.083271116192067	SLC6A6;SH3PXD2A;INSR;NRIP1;CALM1;PIK3AP1;HIST1H2AC;SSFA2
MYCN 19997598 ChIP-ChIP NEUROBLASTOMA Human	4/234	0.14541054199326872	0.4258943836580098	0	0	2.0166709544635966	3.888533264160803	PSG4;PSG6;ACOT11;PSG3
SOX9 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	21/1903	0.14694045615415088	0.42834529199653415	0	0	1.317345069634767	2.5263093075986243	BNIP3L;CLIC3;FLT1;NGLY1;ACOT11;SEMA3B;SLC2A1;SYNJ2;NDRG1;DGKZ;POU2F3;ADAMTS20;AES;INPP5B;NCOR2;SLC6A6;KIF2A;LEP;TRIM14;CALM1;SLC16A3
CEBPD 23245923 ChIP-Seq MEFs Mouse	7/504	0.14793937797193552	0.42901484613885327	0	0	1.6400814525708467	3.134118075792136	CSGALNACT1;SLC6A6;MME;BASP1;PLEKHA5;MTUS1;MID1
AR 25329375 ChIP-Seq VCAP Human	21/1906	0.14855853895423074	0.42901484613885327	0	0	1.315028619293592	2.50746526925417	GRAMD1B;ERRFI1;MME;ARHGEF16;DIO2;SLC2A1;RASSF8;NEAT1;LIMD1;NDRG1;SSFA2;INPP5B;FGD4;KIF2A;BASP1;PSG7;TIMP2;FLNB;PLAC4;GPRC5C;SASH1
KLF4 18358816 ChIP-ChIP MESCs Mouse	19/1700	0.14952000434803842	0.42978308226552436	0	0	1.3318216584129732	2.530894108565623	ANKRD37;MOCOS;ARID3A;GDPD5;NDRG1;CORO1C;NCOR2;DDB1;FZR1;PORCN;UBC;SFXN3;MGAT3;TRIM14;HIST1H4H;ATG7;GPRC5C;PFKP;BCAT2
STAT6 20620947 ChIP-Seq CD4 POS T Human	7/508	0.15219140774646195	0.4354365277190439	0	0	1.626650313830171	3.062358377080843	BCL6;INSR;MAN1C1;MALAT1;ATP11A;IL1RAP;AES
SREBP2 21459322 ChIP-Seq LIVER Mouse	13/1095	0.15422346677015839	0.43921706204588884	0	0	1.4076074399260627	2.631314691579264	CSGALNACT1;LYN;BNIP3L;CLIC3;INSR;SEMA3B;ATP11A;NEAT1;MTMR4;NDRG1;UNC13D;FZR1;MALAT1
LMO2 26923725 Chip-Seq HEMANGIOBLAST Mouse	20/1822	0.1599362307264764	0.4533972045365248	0	0	1.3075522476841273	2.396717251223101	EGLN3;DAPK1;DIO2;INHBA;SYNJ2;LIMD1;NDRG1;LRRC1;NCOR2;SLC6A6;MYCN;BCL6;SH3PXD2A;BASP1;ALOX5;NRIP1;MGAT3;FAM83D;HIST1H2AC;DGKI
ASXL1 24218140 ChIP-Seq BMDM Mouse	10/807	0.16239675937726072	0.4569674214913126	0	0	1.4648490120159186	2.6626748080375866	DDB1;GRAMD1B;SH3PXD2A;MXI1;NABP1;MALAT1;RDH13;NEAT1;PPP1R12C;TRAM2
CDX2 19796622 ChIP-Seq MESCs Mouse	5/334	0.16414346409124805	0.4569674214913126	0	0	1.7638225502967144	3.1872528400521856	ERRFI1;P4HA1;BCL6;MAN1C1;PHACTR2
SUZ12 18974828 ChIP-Seq MESCs Mouse	21/1934	0.16415334558425793	0.4569674214913126	0	0	1.293758769637109	2.33776291241921	LYN;GRAMD1B;TGFB1;COL27A1;FLT1;PLCL2;HTRA4;MTUS1;AFAP1;GDPD5;NDRG1;TRAM2;ADAMTS20;BMP1;OAF;ALOX5;TIMP2;IGF2BP2;PIK3AP1;DLGAP2;DGKI
FOXM1 26100407 CHIP-SEQ Hek293 flp-in Human	21/1934	0.16415334558425793	0.4569674214913126	0	0	1.293758769637109	2.33776291241921	TFAP2A;WWTR1;ERRFI1;MME;PLCL2;ARHGEF16;ACOT11;MTUS1;SLC2A1;AFAP1;NEAT1;FGD4;SLC6A6;BASP1;MXI1;UBC;HIST1H4H;MALAT1;PLIN2;CALM1;STRA6
SALL4 22934838 ChIP-ChIP CD34+ Human	16/1418	0.16664496318857985	0.4618232612131944	0	0	1.3393059959838993	2.399888617444685	ANKRD37;MME;HTRA4;MTUS1;INHBA;CYP19A1;INPP5B;DDB1;FGD4;BCL6;LEP;UBC;MGAT3;ITGA5;HIST1H2AC;STRA6
SFPI1 20887958 ChIP-Seq HPC-7 Mouse	25/2369	0.17075409481196346	0.47006596581739646	0	0	1.2599016465270731	2.2269149645642234	CSF1R;EBI3;SLC2A1;MTMR4;LIMD1;GDPD5;SSFA2;CCND3;MXI1;UBC;GSE1;ATG7;LYN;RANBP2;GALNT2;DAPK1;GPT2;HPCAL1;MTSS1L;ARID3A;AES;SLC6A6;CALM1;BCAT2;ENG
PPARD 21283829 ChIP-Seq MYOFIBROBLAST Human	35/3447	0.1711405215354599	0.47006596581739646	0	0	1.2201713475032707	2.153932236481692	ERRFI1;SCARB1;SERPINE1;SLC2A1;IL1RAP;LIMD1;GDPD5;BASP1;MXI1;UBC;SH3BP5;FLNB;FAM83D;SLC16A3;ATG7;SASH1;STRA6;TFAP2A;COL27A1;DAPK1;MTUS1;INHBA;NEAT1;POU2F3;ADAMTS20;NCOR2;BCL6;HIST1H4H;MALAT1;PLIN2;ANGPTL4;PIK3AP1;BCAT2;NEK11;ENG
FOXO1 23066095 ChIP-Seq LIVER Mouse	5/347	0.18277031382794218	0.4981188505328458	0	0	1.6956453634085213	2.8817917373746664	MYCN;BCL6;OAF;GSE1;TNFRSF1B
ZFP322A 24550733 ChIP-Seq MESCs Mouse	2/90	0.18296598555170876	0.4981188505328458	0	0	2.623471557682084	4.455848423117973	DLGAP2;MID1
PPARG 20176806 ChIP-Seq THIOMACROPHAGE Mouse	10/837	0.1896887029506619	0.5040459092451092	0	0	1.4094850928405576	2.3430870812511975	FGD4;DAPK1;MXI1;HPCAL1;RASSF8;MALAT1;CORO2A;DGKZ;GPRC5C;AES
NANOG 18692474 ChIP-Seq MESCs Mouse	31/3052	0.19026661291444064	0.5040459092451092	0	0	1.2144705372253382	2.0152061390197753	FLT1;SLC2A1;CPLX1;FGD4;CCND3;PORCN;BASP1;CYP11A1;MGAT3;GSE1;HMG20B;IGF2BP2;DLGAP2;SASH1;EGLN3;MME;DAPK1;GPT2;CSNK2A2;MOCOS;MTUS1;ATP11A;SYNJ2;TNFRSF1B;POU2F3;NCOR2;SLC6A6;MYCN;CALM1;PFKP;BCAT2
NANOG 18555785 ChIP-Seq MESCs Mouse	7/542	0.19053953702696394	0.5040459092451092	0	0	1.5205945276432835	2.520986919742973	ANKRD37;CCND3;PORCN;MYCN;MME;BASP1;BCAT2
KLF1 20508144 ChIP-Seq FETAL-LIVER-ERYTHROID Mouse	13/1144	0.19193762330817563	0.5040459092451092	0	0	1.3431034482758621	2.2169061880491223	FLT1;CSNK2A2;ACOT11;SLC2A1;RASSF8;NEAT1;NDRG1;CPLX1;POU2F3;MXI1;NRIP1;SFXN3;GSE1
TCF3 18692474 ChIP-Seq MEFs Mouse	9/745	0.19752275191566385	0.5040459092451092	0	0	1.4234739528101803	2.3087345416978517	CCND3;PORCN;MYCN;MXI1;MGAT3;TNFRSF1B;POU2F3;UNC13D;SASH1
CTCF 18555785 ChIP-Seq MESCs Mouse	17/1568	0.19844852752504707	0.5040459092451092	0	0	1.2840847096166246	2.0766545617964556	TGFB1;COL27A1;ACOT11;SLC2A1;LIMD1;GDPD5;DGKZ;CORO1C;SLC6A6;MYCN;SLC6A8;BMP1;SH3BP5;SFXN3;TRIM14;HMG20B;ANGPTL4
CTBP2 25329375 ChIP-Seq LNCAP Human	12/1053	0.20163278185659564	0.5040459092451092	0	0	1.3450516405033384	2.153840805813749	NCOR2;GRAMD1B;EGLN3;BASP1;GALNT2;PLCL2;MOCOS;DIO2;MALAT1;PFKP;CORO1C;ADAMTS20
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	13/1156	0.20179364148913934	0.5040459092451092	0	0	1.3281496062992126	2.1257163020774352	GRAMD1B;COL27A1;ANXA4;ARID3A;LIMD1;CCND3;P4HA1;UBC;HIST1H4H;GSE1;HMG20B;FLNB;ANGPTL4
SMAD2/3 21741376 ChIP-Seq ESCs Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	CSF1R;EGLN3;CLIC3;FLT1;ARHGEF16;SEMA3B;INPP5B;DDB1;FZR1;OBSCN;BMP1;BCL6;PSG7;LEP;TIMP2;EPS8L1;HMG20B;ITGA5;RDH13;ANGPTL4;DLGAP2
KLF5 20875108 ChIP-Seq MESCs Mouse	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	RANBP2;BNIP3L;EGLN3;TGFB1;FLT1;DAPK1;ACOT11;HPCAL1;PLEKHA5;CORO2A;POU2F3;TRAM2;CORO1C;FGD4;OAF;MS4A15;FLNB;QSOX1;ITGA5;PIK3AP1;NEK11
GATA1 19941827 ChIP-Seq MEL86 Mouse	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	GALNT2;SERPINE1;HPCAL1;ATP2C2;GP6;NDRG1;POU2F3;SLC7A1;HK2;CORO1C;ADAMTS20;NCOR2;SLC6A6;CCND3;P4HA1;SH3PXD2A;ALOX5;MXI1;TIMP2;MAN1C1;CALM1
PU.1 20513432 ChIP-Seq MACROPHAGES Mouse	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	LYN;COL27A1;DAPK1;ARID3A;CORO2A;NDRG1;PRKCZ;FSTL3;INPP5B;CCND3;P4HA1;BASP1;MXI1;TIMP2;HMG20B;MALAT1;ITGA5;SLC16A3;GPRC5C;DLGAP2;PFKP
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	EGLN3;COL27A1;ANXA4;ARID3A;SERPINB9;CORO2A;NEAT1;MTMR4;LIMD1;NDRG1;TRAM2;AES;NCOR2;P4HA1;MXI1;TRIM14;HMG20B;MALAT1;ITGA5;GPRC5C;DLGAP2
CBP 21632823 ChIP-Seq H3396 Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	EGLN3;FLT1;PLEKHA5;RASSF8;NEAT1;GDPD5;DGKZ;SLC7A1;CORO1C;ADAMTS20;DDB1;P4HA1;SH3PXD2A;OAF;ALOX5;MXI1;MS4A15;SFXN3;MALAT1;PIK3AP1;PFKP
NFYA 21822215 ChIP-Seq K562 Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	ERRFI1;FLT1;GALNT2;ARHGEF16;ACOT11;DIO2;SLC2A1;TNFRSF1B;PRKCZ;ADAMTS20;INPP5B;FGD4;OBSCN;SH3PXD2A;MXI1;MAN1C1;PLEKHM2;QSOX1;PIK3AP1;PFKP;MFSD2A
NFYB 21822215 ChIP-Seq K562 Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	GRAMD1B;ERRFI1;GALNT2;ARHGEF16;ACOT11;SLC2A1;TNFRSF1B;PRKCZ;SLC7A1;ADAMTS20;INPP5B;FGD4;OBSCN;P4HA1;SH3PXD2A;MXI1;MAN1C1;PLEKHM2;QSOX1;PFKP;MFSD2A
FOXA1 21915096 ChIP-Seq LNCaP-1F5 Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	GRAMD1B;PFKFB4;EGLN3;MME;DAPK1;INSR;PLEKHA5;SLC2A1;IL1RAP;INHBA;SYNJ2;NEAT1;SSFA2;BMP1;BCL6;FLNB;QSOX1;PIK3AP1;GPRC5C;SASH1;NEK11
SMC3 22415368 ChIP-Seq MEFs Mouse	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	CSGALNACT1;ERRFI1;COL27A1;MME;HTRA4;AFAP1;SERPINB9;ATP11A;INHBA;NEAT1;LIMD1;BMP1;P4HA1;BCL6;SH3PXD2A;TIMP2;MAN1C1;GSE1;HMG20B;CALM1;FAM83D
TOP2B 26459242 ChIP-Seq MCF-7 Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	LYN;EGLN3;FLT1;MME;GALNT2;LIMCH1;PLCL2;SLC2A1;SERPINB9;INHBA;SYNJ2;DGKZ;CYP19A1;SLC7A1;SLC6A6;BCL6;BASP1;NRIP1;DLGAP2;SASH1;DGKI
CSB 26484114 Chip-Seq FIBROBLAST Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	LYN;WWTR1;EGLN3;COL27A1;MME;ANXA4;HTRA4;MTUS1;SLC2A1;SYNJ2;NEAT1;HK2;SH3PXD2A;LEP;MAN1C1;TRIM14;FLNB;MALAT1;RDH13;FAM83D;PPP1R12C
P300 27268052 Chip-Seq Bcells Human	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	HDAC2;INSR;ANXA4;PLCL2;SEMA3B;HPCAL1;SLC2A1;PSG3;SERPINB9;ATP2C2;NEAT1;GP6;UNC13D;DDB1;BCL6;LEP;HIST1H4H;RDH13;PIK3AP1;HIST1H2AC;PFKP
EZH2 27294783 Chip-Seq ESCs Mouse	21/2000	0.20431230893953914	0.5040459092451092	0	0	1.2460040956357543	1.9787859942289026	EGLN3;FLT4;ARHGEF16;HTRA4;MOCOS;HPCAL1;IL1RAP;INHBA;CORO2A;GDPD5;ADAMTS20;OBSCN;BMP1;MXI1;SH3BP5;SFXN3;TIMP2;MAN1C1;TRIM14;IGF2BP2;GPRC5C
CEBPB 26923725 Chip-Seq HEMANGIOBLAST Mouse	8/652	0.20439341122830965	0.5040459092451092	0	0	1.444231131187653	2.2930182680596514	CCND3;MYCN;NRIP1;ATG7;SLC7A1;DLGAP2;HK2;SSFA2
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	19/1788	0.2047176751141139	0.5040459092451092	0	0	1.2594319191266619	1.997614492561379	WWTR1;EGLN3;DAPK1;GPT2;ARHGEF16;NGLY1;ACOT11;HPCAL1;PLEKHA5;AFAP1;INHBA;NEAT1;CPS1;BASP1;NRIP1;MAN1C1;MALAT1;CALM1;SASH1
ZIC3 20872845 ChIP-ChIP MESCs Mouse	5/365	0.2097714903614032	0.5128458090226359	0	0	1.609375	2.5134196504873736	PORCN;MYCN;BASP1;MXI1;LRRC1
PPARG 19300518 ChIP-PET 3T3-L1 Mouse	4/272	0.2099514396160629	0.5128458090226359	0	0	1.7273690718007595	2.696214135209898	SCARB1;LEP;ANGPTL4;BCAT2
SUZ12 18692474 ChIP-Seq MESCs Mouse	20/1909	0.2146372752426335	0.5222277011808958	0	0	1.2413110647470564	1.910136625683668	LYN;GRAMD1B;TGFB1;COL27A1;FLT1;FLT4;PLCL2;HTRA4;ATP11A;SYNJ2;CORO2A;GDPD5;CPLX1;ADAMTS20;BMP1;OAF;PIK3AP1;GPRC5C;DLGAP2;DGKI
TCFAP2C 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	27/2667	0.21718819340447382	0.5263619746037835	0	0	1.2039461394769615	1.8384149803549545	CSF1R;GRAMD1B;ERRFI1;SEMA3B;SLC2A1;LIMD1;HK2;CORO1C;LRRC1;FSTL3;FZR1;UBC;MAN1C1;SASH1;BNIP3L;DAPK1;MTUS1;MID1;NCOR2;DDB1;MYCN;BMP1;BCL6;SFXN3;CALM1;GPRC5C;BCAT2
SOX9 26525672 Chip-Seq HEART Mouse	18/1702	0.21877104058842314	0.5281269651704903	0	0	1.2511455060914873	1.9014028255116686	HDAC2;PLCL2;INHBA;SYNJ2;MTMR4;ADAMTS20;INPP5B;NCOR2;BCL6;CPS1;BASP1;TIMP2;PLEKHM2;PLIN2;ANGPTL4;CALM1;FAM83D;SASH1
TCF3 18467660 ChIP-ChIP MESCs Mouse	15/1388	0.22108299291613864	0.5316314771290804	0	0	1.27601021508846	1.9257764547636305	RANBP2;BNIP3L;PLCL2;POU2F3;CORO1C;SLC6A6;MYCN;KIF2A;BASP1;MXI1;UBC;NRIP1;TIMP2;MAN1C1;SASH1
AR 21572438 ChIP-Seq LNCaP Human	3/188	0.22253354013552615	0.5330454566037022	0	0	1.8736406995230526	2.815477622119257	SLC6A6;BASP1;LIMD1
SMAD4 21799915 ChIP-Seq A2780 Human	25/2464	0.22559036379189915	0.5382812541443771	0	0	1.2042485289717761	1.7931675748532425	NDRG1;TRAM2;SLC7A1;LRRC1;FGD4;CCND3;SH3PXD2A;FAM120A;NRIP1;FLNB;QSOX1;ATG7;SASH1;CSGALNACT1;WWTR1;GALNT2;LIMCH1;DAPK1;ANXA4;AFAP1;MID1;CPS1;CALM1;DGKI;NEK11
LMO2 26923725 Chip-Seq MACROPHAGESS Mouse	6/473	0.22691183353148286	0.5393519735479093	0	0	1.4894408185769787	2.209129291491567	GRAMD1B;EGLN3;DAPK1;GSE1;MALAT1;SYNJ2
GATA4 21415370 ChIP-Seq HL-1 Mouse	21/2039	0.23013980463849107	0.5449287328221742	0	0	1.2192536904699807	1.791166956652515	LYN;INSR;MTUS1;AFAP1;SYNJ2;GDPD5;SLC7A1;HK2;INPP5B;KIF2A;BCL6;MXI1;NRIP1;GSE1;PHACTR2;IGF2BP2;CALM1;FAM83D;ATG7;PFKP;BCAT2
SMAD2 18955504 ChIP-ChIP HaCaT Human	20/1936	0.23324605523231007	0.5480838864394206	0	0	1.2219766124960771	1.7787841273513065	TFAP2A;RANBP2;WWTR1;ERRFI1;LIMCH1;ANXA4;SERPINE1;MTUS1;NDRG1;SLC7A1;CORO1C;FSTL3;FZR1;SH3PXD2A;UBC;EPS8L1;MALAT1;QSOX1;RDH13;ANGPTL4
SMAD3 18955504 ChIP-ChIP HaCaT Human	20/1936	0.23324605523231007	0.5480838864394206	0	0	1.2219766124960771	1.7787841273513065	TFAP2A;RANBP2;WWTR1;ERRFI1;LIMCH1;ANXA4;SERPINE1;MTUS1;NDRG1;SLC7A1;CORO1C;FSTL3;FZR1;SH3PXD2A;UBC;EPS8L1;MALAT1;QSOX1;RDH13;ANGPTL4
PRDM14 20953172 ChIP-Seq ESCs Human	18/1723	0.23414611158624712	0.5481147612132603	0	0	1.2343051745341027	1.7919765337227131	BNIP3L;PLCL2;DIO2;SYNJ2;TNFRSF1B;LIMD1;NDRG1;SLC7A1;LRRC1;SLC6A6;OBSCN;BASP1;SH3BP5;TIMP2;TRIM14;FLNB;SASH1;PFKP
GATA1 19941827 ChIP-Seq MEL Mouse	19/1834	0.23705402373358478	0.5509409829448892	0	0	1.2243855318235484	1.7624628322908302	BNIP3L;SCARB1;TGFB1;FLT1;HPCAL1;DGKZ;PRKCZ;POU2F3;SLC7A1;UNC13D;INPP5B;FZR1;P4HA1;OAF;ALOX5;MXI1;NRIP1;GSE1;ATG7
STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse	13/1197	0.23713641013485523	0.5509409829448892	0	0	1.279344383445946	1.8411297478200845	LYN;GRAMD1B;SERPINE1;ARHGEF16;CORO2A;TRAM2;HOPX;BCL6;FLNB;PLIN2;GPRC5C;PPP1R12C;SASH1
WT1 19549856 ChIP-ChIP CCG9911 Human	3/199	0.24771361305585088	0.5733595987584863	0	0	1.7674969987995197	2.466510222419173	TFAP2A;WWTR1;SFXN3
TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse	10/912	0.2658216094087975	0.6023090062790363	0	0	1.287187300205406	1.70543285920761	BNIP3L;SH3PXD2A;INSR;SERPINE1;NGLY1;UBC;HIST1H4H;NABP1;CALM1;SSFA2
ELF1 20517297 ChIP-Seq JURKAT Human	11/1020	0.26896131132471346	0.6023090062790363	0	0	1.2663681190275178	1.6629790803768298	BMP1;ANXA4;MXI1;MS4A15;SFXN3;MTSS1L;HMG20B;PSG3;ITGA5;MTMR4;SLC7A1
SOX2 21211035 ChIP-Seq LN229 Gbm	33/3420	0.2723645768704084	0.6023090062790363	0	0	1.1441224851322283	1.4880614404469272	FLT1;FLT4;SLC2A1;IL1RAP;GDPD5;PRKCZ;SLC7A1;FSTL3;FGD4;SH3PXD2A;BASP1;FAM120A;SH3BP5;TIMP2;FLNB;ATG7;DLGAP2;EGLN3;COL27A1;GALNT2;DAPK1;GPT2;HPCAL1;PLEKHA5;SERPINB9;POU2F3;AES;NCOR2;MYCN;OBSCN;LEP;GPRC5C;PFKP
